seed 1,seed 2,mean_reward,std_reward,upper,lower,timesteps
,,,,,,100
,,,,,,200
,,,,,,300
,,,,,,400
,,,,,,500
,,,,,,600
,,,,,,700
,,,,,,800
,,,,,,900
,,,,,,1000
,,,,,,1100
,,,,,,1200
,,,,,,1300
,,,,,,1400
,,,,,,1500
,,,,,,1600
,,,,,,1700
,,,,,,1800
,,,,,,1900
,,,,,,2000
,,,,,,2100
,,,,,,2200
,,,,,,2300
,,,,,,2400
,,,,,,2500
,,,,,,2600
,,,,,,2700
,,,,,,2800
,,,,,,2900
,,,,,,3000
,,,,,,3100
,,,,,,3200
,,,,,,3300
,,,,,,3400
,,,,,,3500
,,,,,,3600
,,,,,,3700
,,,,,,3800
,,,,,,3900
,,,,,,4000
,,,,,,4100
,,,,,,4200
,,,,,,4300
,,,,,,4400
,,,,,,4500
,,,,,,4600
,,,,,,4700
,,,,,,4800
,,,,,,4900
-1.8339542199999996,-2.2282064200000002,-2.03108032,1.0750929848591624,-0.9559873351408374,-3.1061733048591633,5000
-1.8304580999999995,-2.19280904,-2.0116335700000003,1.0676929002620108,-0.943940669737989,-3.0793264702620116,5100
-1.8482863199999995,-2.21832346,-2.03330489,1.0731278644035667,-0.9601770255964329,-3.106432754403568,5200
-1.8342937599999993,-2.2815074600000003,-2.0579006100000004,1.1256907318358824,-0.9322098781641173,-3.183591341835884,5300
-1.8872644199999993,-2.30728298,-2.0972737000000006,1.1449205997452,-0.9523531002547996,-3.242194299745201,5400
-1.8821556199999991,-2.34742416,-2.1147898900000004,1.1560210872653858,-0.9587688027346138,-3.2708109772653864,5500
-1.914994199999999,-2.4116947,-2.1633444500000003,1.1782468393273702,-0.9850976106726296,-3.3415912893273707,5600
-1.930223659999999,-2.43234828,-2.1812859700000002,1.1744114072934004,-1.0068745627065991,-3.355697377293401,5700
-1.955708839999999,-2.48757226,-2.2216405500000005,1.1579714291892547,-1.063669120810745,-3.379611979189255,5800
-1.954715599999999,-2.50217248,-2.2284440400000007,1.1469451878810935,-1.0814988521189062,-3.375389227881094,5900
-1.9775653999999991,-2.4958206599999997,-2.2366930300000005,1.163907647185858,-1.0727853828141414,-3.4006006771858583,6000
-1.9113718999999991,-2.4989279599999996,-2.20514993,1.1402236995197108,-1.0649262304802887,-3.3453736295197114,6100
-1.9673562599999992,-2.48653076,-2.22694351,1.1885767643038256,-1.038366745696174,-3.415520274303826,6200
-1.9459618999999992,-2.50254354,-2.2242527200000004,1.1791616799387334,-1.045091040061266,-3.403414399938734,6300
-1.9530337799999993,-2.5046397000000002,-2.22883674,1.175643314585448,-1.0531934254145516,-3.404480054585448,6400
-2.033102219999999,-2.5312362600000005,-2.2821692400000004,1.2134193912837608,-1.068749848716239,-3.4955886312837605,6500
-2.093959059999999,-2.5992234,-2.3465912300000005,1.2083775078018661,-1.1382137221981334,-3.554968737801866,6600
